1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.432862,0.414201,0.446768,0.499044,0.542380,0.597729,0.622103,0.689401,0.731355,0.807354
-0.365079,-0.330453,-0.323529,-0.275362,-0.236842,-0.194805,-0.153846,-0.095238,-0.061013,0.000000
